customer_id,customer_name,region,segment,acquisition_channel,signup_date,fleet_size,account_status,annual_contract_value
C10314,Customer 0315,Delhi NCR,SMB,Referral,2024-06-18,117,Active,18636.27
C10315,Customer 0316,Delhi NCR,Enterprise,Organic,2026-02-05,805,Active,102683.0
C10316,Customer 0317,Chennai,SMB,Partner,2024-01-27,569,Active,60416.02
C10317,Customer 0318,Ahmedabad,SMB,Partner,2024-01-18,94,Active,17097.0
C10318,Customer 0319,Kochi,SMB,Outbound,2024-03-08,54,Active,6337.53
C10319,Customer 0320,Delhi NCR,SMB,Event,2025-11-04,339,Active,19548.36
C10320,Customer 0321,Mumbai,SMB,Organic,2024-08-06,291,Active,36078.89
C10321,Customer 0322,Kochi,SMB,Outbound,2025-01-18,271,Churned,23157.38
C10322,Customer 0323,Hyderabad,SMB,Referral,2025-02-04,451,Active,48852.25
C10323,Customer 0324,Chennai,SMB,Event,2025-11-02,114,At Risk,14594.22
C10324,Customer 0325,Delhi NCR,SMB,Event,2024-10-23,114,Active,5166.72
C10325,Customer 0326,Bengaluru,SMB,Organic,2024-01-06,592,Active,90237.86
C10326,Customer 0327,Chennai,SMB,Outbound,2024-11-24,841,At Risk,130511.99
C10327,Customer 0328,Mumbai,SMB,Referral,2024-09-01,236,Active,36841.57
C10328,Customer 0329,Bengaluru,SMB,Organic,2025-09-13,792,Active,43502.18
C10329,Customer 0330,Pune,SMB,Partner,2025-09-30,296,Active,29716.0
C10330,Customer 0331,,SMB,Event,2024-03-19,288,Active,33204.22
C10331,Customer 0332,Pune,Mid-Market,Referral,2025-11-05,81,Active,6982.09
C10332,Customer 0333,Bengaluru,Enterprise,Paid Search,2024-02-29,362,Active,80786.74
C10333,Customer 0334,Delhi NCR,Enterprise,Partner,2025-06-10,425,Active,50429.35
C10334,Customer 0335,Kochi,SMB,Event,2024-11-26,565,Active,43641.76
C10335,Customer 0336,Bengaluru,Mid-Market,Partner,2024-09-13,138,Active,23370.23
C10336,Customer 0337,Kochi,SMB,Organic,2025-02-14,164,Active,12225.32
C10337,Customer 0338,Pune,Mid-Market,Referral,2024-09-20,370,Active,77712.62
C10338,Customer 0339,Ahmedabad,Mid-Market,Event,2025-11-05,63,Active,5799.21
C10339,Customer 0340,Bengaluru,Mid-Market,Partner,2026-04-01,126,Active,20348.07
C10340,Customer 0341,Pune,Enterprise,Partner,2025-11-24,536,Active,81168.44
C10341,Customer 0342,Ahmedabad,SMB,Paid Search,2025-01-08,811,Active,141361.34
C10342,Customer 0343,Kochi,Mid-Market,Partner,2025-03-03,489,Active,89125.27
C10343,Customer 0344,Bengaluru,Mid-Market,Referral,2025-01-15,127,Active,16353.07
C10344,Customer 0345,Kochi,SMB,Partner,2025-11-05,842,Active,117587.74
C10345,Customer 0346,Hyderabad,Enterprise,Organic,2025-04-14,445,Churned,56142.99
C10346,Customer 0347,Chennai,SMB,Partner,2025-02-01,610,At Risk,64485.5
C10347,Customer 0348,Delhi NCR,Enterprise,Event,2024-12-14,171,Active,16250.73
C10348,Customer 0349,Chennai,Mid-Market,Event,2024-11-14,493,Active,84887.76
C10349,Customer 0350,Chennai,SMB,Referral,2025-04-14,69,Active,4965.8
C10350,Customer 0351,Hyderabad,Mid-Market,Paid Search,2025-08-08,533,At Risk,126679.15
C10351,Customer 0352,Chennai,SMB,Outbound,2025-01-02,175,At Risk,23145.3
C10352,Customer 0353,Ahmedabad,Mid-Market,Partner,2025-11-16,773,Active,143571.6
C10353,Customer 0354,Delhi NCR,Mid-Market,Referral,2025-12-03,51,Active,6957.43
C10354,Customer 0355,Mumbai,Mid-Market,Outbound,2024-12-30,556,Active,68946.28
C10355,Customer 0356,Ahmedabad,Enterprise,Outbound,2026-02-11,122,At Risk,16779.27
C10356,Customer 0357,Hyderabad,SMB,Partner,2024-05-27,585,At Risk,102801.12
C10357,Customer 0358,Delhi NCR,SMB,Outbound,2026-03-03,421,Active,77197.1
C10358,Customer 0359,Chennai,SMB,Referral,2024-09-06,822,Active,65689.2
C10359,Customer 0360,Delhi NCR,SMB,Event,2025-04-24,555,Active,79833.7
C10360,Customer 0361,Ahmedabad,SMB,Partner,2024-08-29,319,Active,31939.49
C10361,Customer 0362,Delhi NCR,SMB,Referral,2025-01-10,78,At Risk,5121.29
C10362,Customer 0363,Ahmedabad,SMB,Outbound,2024-10-16,508,Active,52532.92
C10363,Customer 0364,Hyderabad,SMB,Partner,2025-08-22,377,Active,30619.86
C10364,Customer 0365,Pune,Enterprise,Outbound,2024-03-10,49,Active,6463.52
C10365,Customer 0366,Chennai,SMB,Organic,2025-12-13,496,Active,76509.64
C10366,Customer 0367,Bengaluru,Enterprise,Outbound,2026-02-07,182,At Risk,32044.76
C10367,Customer 0368,Bengaluru,SMB,Referral,2025-04-23,202,Active,33320.73
C10368,Customer 0369,Pune,SMB,Partner,2025-04-10,12,At Risk,1443.18
C10369,Customer 0370,Pune,SMB,Organic,2025-08-17,319,Active,57728.65
C10370,Customer 0371,,SMB,Outbound,2024-06-18,189,Active,23607.71
C10371,Customer 0372,Hyderabad,SMB,Partner,2025-09-29,65,Active,9871.62
C10372,Customer 0373,Chennai,SMB,Paid Search,2024-07-04,371,Active,37327.08
C10373,Customer 0374,Ahmedabad,SMB,Organic,2025-07-28,191,Active,23002.54
C10374,Customer 0375,Hyderabad,SMB,Event,2024-09-16,118,Active,15131.75
C10375,Customer 0376,Delhi NCR,Mid-Market,Referral,2025-09-26,399,Active,77348.7
C10376,Customer 0377,Delhi NCR,SMB,Event,2025-11-03,58,Active,4272.82
C10377,Customer 0378,Ahmedabad,Mid-Market,Organic,2024-06-26,841,Active,167119.44
C10378,Customer 0379,Mumbai,SMB,Partner,2025-06-08,402,Active,48881.93
C10379,Customer 0380,Delhi NCR,Enterprise,Referral,2025-02-27,846,At Risk,151561.72
C10380,Customer 0381,Pune,Mid-Market,Referral,2024-09-06,749,Churned,175882.59
C10381,Customer 0382,Hyderabad,Enterprise,Outbound,2025-05-15,832,Active,175799.65
C10382,Customer 0383,Kochi,Mid-Market,Event,2026-04-23,463,Active,49716.22
C10383,Customer 0384,Kochi,SMB,Outbound,2024-01-03,362,Active,52352.59
C10384,Customer 0385,Pune,Mid-Market,Organic,2026-03-24,613,Churned,79145.92
C10385,Customer 0386,Pune,SMB,Partner,2025-12-28,73,Active,3909.06
C10386,Customer 0387,Pune,Mid-Market,Event,2025-03-25,714,Active,72293.11
C10387,Customer 0388,Kochi,Mid-Market,Referral,2025-06-02,278,Active,34403.64
C10388,Customer 0389,Ahmedabad,SMB,Event,2024-11-09,11,At Risk,1701.38
C10389,Customer 0390,Delhi NCR,Enterprise,Referral,2024-04-19,205,Active,60837.92
C10390,Customer 0391,Delhi NCR,SMB,Organic,2025-04-30,209,Active,25245.86
C10391,Customer 0392,Pune,Mid-Market,Paid Search,2025-11-24,16,Active,1213.06
C10392,Customer 0393,Bengaluru,Mid-Market,Outbound,2024-07-15,569,Active,108247.2
C10393,Customer 0394,Kochi,SMB,Referral,2025-09-01,85,At Risk,15517.64
C10394,Customer 0395,Kochi,Mid-Market,Organic,2025-09-27,720,Active,141992.47
C10395,Customer 0396,Pune,Mid-Market,Partner,2025-10-06,387,Active,43533.0
C10396,Customer 0397,Mumbai,SMB,Event,2024-10-16,611,Active,40361.16
C10397,Customer 0398,Mumbai,SMB,Event,2024-11-29,292,Active,41558.65
C10398,Customer 0399,Delhi NCR,SMB,Outbound,2024-12-19,116,Active,20428.98
C10399,Customer 0400,Pune,Mid-Market,Organic,2025-12-27,157,Active,13376.88
C10400,Customer 0401,Kochi,SMB,Referral,2026-02-04,550,Churned,77637.44
C10401,Customer 0402,Pune,Enterprise,Outbound,2024-12-17,610,Active,77360.23
C10402,Customer 0403,Ahmedabad,Enterprise,Referral,2026-04-04,231,Active,31172.48
C10403,Customer 0404,Ahmedabad,SMB,Referral,2025-04-29,306,Active,38921.74
C10404,Customer 0405,Pune,SMB,Paid Search,2024-11-23,803,Active,96369.84
C10405,Customer 0406,Mumbai,Mid-Market,Partner,2024-01-01,724,Active,104160.47
C10406,Customer 0407,Chennai,Mid-Market,Partner,2025-06-03,354,Active,69579.3
C10407,Customer 0408,Delhi NCR,SMB,Outbound,2025-07-02,208,Active,33682.06
C10408,Customer 0409,Pune,SMB,Organic,2026-04-03,259,Active,16793.5
C10409,Customer 0410,Kochi,SMB,Organic,2025-09-02,459,Active,52288.0
C10410,Customer 0411,Mumbai,Enterprise,Paid Search,2024-01-26,483,At Risk,113548.05
C10411,Customer 0412,Chennai,SMB,Outbound,2025-04-27,160,Active,22633.49
C10412,Customer 0413,Hyderabad,Enterprise,Referral,2025-09-23,60,Active,17761.23
C10413,Customer 0414,Pune,SMB,Referral,2025-02-26,423,At Risk,62643.77
C10414,Customer 0415,Delhi NCR,Enterprise,Referral,2024-12-30,678,Active,87218.34
C10415,Customer 0416,Delhi NCR,SMB,Organic,2025-11-19,133,Active,12051.38
C10416,Customer 0417,Chennai,SMB,Partner,2025-06-03,350,Active,60714.14
C10417,Customer 0418,Bengaluru,Enterprise,Organic,2025-08-02,141,Active,51790.65
C10418,Customer 0419,Chennai,Enterprise,Outbound,2025-01-29,209,Active,26583.35
C10419,Customer 0420,Pune,SMB,Outbound,2024-08-24,522,Active,34543.7
C10420,Customer 0421,Mumbai,SMB,Partner,2025-03-17,246,Active,35428.76
C10421,Customer 0422,Bengaluru,SMB,Partner,2026-03-26,227,Active,13618.57
C10422,Customer 0423,Delhi NCR,SMB,Partner,2025-05-27,846,Active,52024.7
C10423,Customer 0424,Bengaluru,SMB,Event,2025-08-24,150,Active,21220.96
C10424,Customer 0425,Mumbai,Enterprise,Paid Search,2024-04-15,164,Active,44380.35
C10425,Customer 0426,Pune,SMB,Outbound,2026-04-19,790,Active,124733.2
C10426,Customer 0427,Hyderabad,Mid-Market,Paid Search,2024-07-26,469,At Risk,70239.37
C10427,Customer 0428,Pune,SMB,Outbound,2026-04-05,41,Active,3556.48
C10428,Customer 0429,Bengaluru,SMB,Referral,2025-01-13,364,Active,67429.7
C10429,Customer 0430,Ahmedabad,Mid-Market,Partner,2026-02-20,482,Active,61959.3
C10430,Customer 0431,Pune,SMB,Event,2026-01-28,218,Active,21885.49
C10431,Customer 0432,Mumbai,Mid-Market,Outbound,2025-10-04,468,At Risk,106541.14
C10432,Customer 0433,Chennai,SMB,Outbound,2026-02-17,552,Active,88290.24
C10433,Customer 0434,Hyderabad,Enterprise,Event,2025-06-02,216,Active,72601.18
C10434,Customer 0435,Hyderabad,Mid-Market,Partner,2025-12-22,691,At Risk,58320.41
C10435,Customer 0436,Ahmedabad,Enterprise,Organic,2024-05-26,387,Active,144366.05
C10436,Customer 0437,Kochi,SMB,Referral,2024-02-29,819,Active,86855.34
C10437,Customer 0438,Bengaluru,SMB,Partner,2025-04-06,79,Active,11365.68
C10438,Customer 0439,Mumbai,SMB,Paid Search,2025-11-19,278,Active,52559.09
C10439,Customer 0440,Bengaluru,Mid-Market,Partner,2025-10-12,614,Active,79321.96
C10440,Customer 0441,Delhi NCR,SMB,Paid Search,2025-03-24,761,Active,114653.65
C10441,Customer 0442,Mumbai,SMB,Paid Search,2025-03-18,192,Active,24498.21
C10442,Customer 0443,Mumbai,SMB,Paid Search,2025-06-02,833,Active,105371.4
C10443,Customer 0444,Chennai,SMB,Outbound,2026-01-08,168,Active,22555.66
C10444,Customer 0445,Bengaluru,SMB,Referral,2025-12-16,356,Active,41765.44
C10445,Customer 0446,Ahmedabad,SMB,Paid Search,2024-04-03,271,Active,14433.94
C10446,Customer 0447,Pune,SMB,Organic,2025-05-21,363,Active,29529.16
C10447,Customer 0448,Kochi,Mid-Market,Referral,2024-11-19,767,Active,182291.03
C10448,Customer 0449,Bengaluru,SMB,Partner,2025-11-10,624,At Risk,107917.35
C10449,Customer 0450,Pune,SMB,Partner,2025-03-06,678,Active,128435.1
C10450,Customer 0451,Kochi,Mid-Market,Paid Search,2026-04-22,219,Active,14215.17
C10451,Customer 0452,Bengaluru,Mid-Market,Organic,2025-01-02,805,Active,101489.75
C10452,Customer 0453,Kochi,SMB,Paid Search,2025-07-31,373,Active,62141.1
C10453,Customer 0454,Mumbai,Mid-Market,Partner,2024-04-02,555,Active,130042.47
C10454,Customer 0455,Kochi,Enterprise,Event,2026-03-03,594,Churned,68554.05
C10455,Customer 0456,Delhi NCR,Mid-Market,Event,2024-05-10,565,Active,83311.15
C10456,Customer 0457,Kochi,Enterprise,Organic,2024-11-17,513,Active,75316.84
C10457,Customer 0458,Bengaluru,Mid-Market,Referral,2025-12-12,410,Churned,74514.05
C10458,Customer 0459,Delhi NCR,SMB,Referral,2026-04-02,552,Active,45278.64
C10459,Customer 0460,Mumbai,SMB,Paid Search,2025-02-15,769,Churned,42538.61
C10460,Customer 0461,Bengaluru,Mid-Market,Paid Search,2025-02-16,334,Active,23963.19
C10461,Customer 0462,Mumbai,Enterprise,Outbound,2024-02-11,436,Active,137350.81
C10462,Customer 0463,Delhi NCR,SMB,Paid Search,2026-04-12,157,Churned,27060.25
C10463,Customer 0464,Bengaluru,SMB,Organic,2024-01-15,305,Active,56022.26
C10464,Customer 0465,Pune,Mid-Market,Paid Search,2024-01-23,657,Active,93514.37
C10465,Customer 0466,Chennai,SMB,Partner,2025-02-06,546,Active,61565.78
C10466,Customer 0467,Kochi,Mid-Market,Paid Search,2024-01-04,183,Active,27930.78
C10467,Customer 0468,Pune,SMB,Partner,2024-05-19,466,Active,60935.02
C10468,Customer 0469,Bengaluru,Mid-Market,Organic,2025-06-17,691,Active,104105.98
C10469,Customer 0470,Hyderabad,Enterprise,Event,2025-08-22,109,Active,27835.47
C10470,Customer 0471,Delhi NCR,Mid-Market,Organic,2024-09-10,57,Active,11216.39
C10471,Customer 0472,Delhi NCR,Mid-Market,Outbound,2025-11-07,336,Active,77085.05
C10472,Customer 0473,Bengaluru,Mid-Market,Outbound,2025-05-31,559,Active,63499.65
C10473,Customer 0474,Kochi,Mid-Market,Referral,2024-07-13,269,Active,52274.22
C10474,Customer 0475,Chennai,Enterprise,Event,2025-08-28,698,Active,104877.05
C10475,Customer 0476,Pune,SMB,Organic,2025-05-18,720,Active,41005.9
C10476,Customer 0477,Hyderabad,Mid-Market,Partner,2025-11-21,454,Active,84242.04
C10477,Customer 0478,Kochi,SMB,Partner,2024-05-11,325,Active,40947.8
C10478,Customer 0479,Bengaluru,Enterprise,Referral,2024-07-15,40,Active,9867.41
C10479,Customer 0480,Delhi NCR,Mid-Market,Referral,2024-09-15,699,Active,67785.58
C10480,Customer 0481,Delhi NCR,SMB,Event,2024-10-17,761,Active,130036.03
C10481,Customer 0482,Kochi,SMB,Paid Search,2026-01-25,378,Churned,64632.22
C10482,Customer 0483,Mumbai,SMB,Partner,2025-09-14,441,At Risk,52222.35
C10483,Customer 0484,Bengaluru,Mid-Market,Event,2025-04-07,641,Active,116458.24
C10484,Customer 0485,Mumbai,SMB,Outbound,2025-04-04,592,Churned,53727.47
C10485,Customer 0486,Mumbai,SMB,Outbound,2026-01-23,119,At Risk,17551.13
C10486,Customer 0487,Bengaluru,Enterprise,Paid Search,2025-01-14,573,Active,166885.44
C10487,Customer 0488,Bengaluru,Mid-Market,Paid Search,2024-07-10,786,Active,181010.66
C10488,Customer 0489,Bengaluru,SMB,Paid Search,2024-04-26,639,Active,110314.18
C10489,Customer 0490,Delhi NCR,SMB,Outbound,2024-10-07,411,Active,52818.62
C10490,Customer 0491,Mumbai,Enterprise,Partner,2025-07-09,447,Active,120377.33
C10491,Customer 0492,Delhi NCR,Mid-Market,Event,2025-02-04,224,Active,39783.63
C10492,Customer 0493,Pune,Mid-Market,Partner,2024-12-24,563,Active,59049.38
C10493,Customer 0494,Bengaluru,SMB,Paid Search,2025-02-12,209,Churned,14951.82
C10494,Customer 0495,Ahmedabad,SMB,Partner,2026-04-08,293,Active,46726.74
C10495,Customer 0496,Kochi,SMB,Referral,2026-04-28,228,Active,31040.12
C10496,Customer 0497,Bengaluru,Mid-Market,Outbound,2024-05-17,288,Active,51711.48
C10497,Customer 0498,Mumbai,SMB,Event,2024-04-07,314,Active,46323.77
C10498,Customer 0499,Bengaluru,SMB,Outbound,2024-07-26,75,At Risk,10538.39
C10499,Customer 0500,Mumbai,Mid-Market,Partner,2025-12-25,611,Active,74421.67
C10500,Customer 0501,Mumbai,Enterprise,Partner,2025-01-25,377,Active,69747.49
C10501,Customer 0502,Bengaluru,Mid-Market,Event,2026-01-04,807,Active,151680.01
C10502,Customer 0503,Hyderabad,SMB,Paid Search,2025-07-03,157,Active,23490.12
C10503,Customer 0504,Delhi NCR,SMB,Organic,2025-04-15,570,Active,68113.59
C10504,Customer 0505,Pune,SMB,Outbound,2024-08-27,156,At Risk,21349.74
C10505,Customer 0506,Mumbai,SMB,Referral,2024-10-19,467,Active,75551.55
C10506,Customer 0507,Kochi,Mid-Market,Organic,2024-05-05,419,Active,81828.94
C10507,Customer 0508,Mumbai,SMB,Outbound,2025-03-17,384,Active,71953.74
C10508,Customer 0509,Ahmedabad,Mid-Market,Referral,2024-08-26,558,Active,45889.87
C10509,Customer 0510,Bengaluru,Enterprise,Referral,2024-09-05,704,Active,211091.04
C10510,Customer 0511,Chennai,Enterprise,Event,2024-02-03,272,Active,50617.1
C10511,Customer 0512,Kochi,SMB,Paid Search,2025-11-10,722,Active,42470.99
C10512,Customer 0513,Hyderabad,SMB,Paid Search,2026-03-09,161,Active,21061.55
C10513,Customer 0514,Ahmedabad,SMB,Referral,2025-02-27,252,Churned,30686.88
C10514,Customer 0515,Mumbai,SMB,Partner,2025-03-31,267,Active,32184.27
C10515,Customer 0516,Delhi NCR,SMB,Organic,2026-02-25,810,Active,109544.74
C10516,Customer 0517,Pune,SMB,Event,2025-03-10,105,Active,10237.24
C10517,Customer 0518,Pune,Mid-Market,Partner,2025-06-13,338,Active,32074.15
C10518,Customer 0519,Hyderabad,SMB,Referral,2024-12-29,363,Active,30476.18
C10519,Customer 0520,Kochi,Enterprise,Partner,2025-03-13,681,Active,154688.22
C10520,Customer 0521,Chennai,SMB,Partner,2025-03-19,415,Active,62656.38
C10521,Customer 0522,Ahmedabad,SMB,Referral,2025-08-27,821,Active,154958.26
C10522,Customer 0523,Delhi NCR,SMB,Outbound,2025-05-28,630,Active,91052.51
C10523,Customer 0524,Chennai,SMB,Paid Search,2025-03-04,599,Active,37392.09
C10524,Customer 0525,Delhi NCR,SMB,Organic,2024-03-05,641,Active,66519.84
C10525,Customer 0526,Ahmedabad,Enterprise,Partner,2026-02-07,141,Active,19427.62
C10526,Customer 0527,Kochi,SMB,Organic,2026-01-25,384,Active,43590.18
C10527,Customer 0528,Ahmedabad,SMB,Event,2024-06-05,500,Active,49225.66
C10528,Customer 0529,Chennai,Mid-Market,Partner,2024-09-06,181,At Risk,30901.55
C10529,Customer 0530,Kochi,SMB,Paid Search,2026-04-07,105,At Risk,17750.21
C10530,Customer 0531,Mumbai,Mid-Market,Organic,2024-09-29,119,Active,22254.8
C10531,Customer 0532,Delhi NCR,SMB,Paid Search,2025-11-21,671,Active,64864.24
C10532,Customer 0533,Kochi,Mid-Market,Event,2025-10-29,560,Active,65950.55
C10533,Customer 0534,Hyderabad,SMB,Paid Search,2026-01-01,242,Active,39341.95
C10534,Customer 0535,Pune,SMB,Referral,2024-01-14,627,Active,74469.89
C10535,Customer 0536,Hyderabad,Mid-Market,Partner,2025-02-14,592,At Risk,46347.92
C10536,Customer 0537,Chennai,Enterprise,Organic,2025-04-25,694,Active,168732.91
C10537,Customer 0538,Delhi NCR,SMB,Outbound,2025-12-12,774,Active,97185.46
C10538,Customer 0539,Delhi NCR,Mid-Market,Organic,2024-07-09,750,Active,137948.21
C10539,Customer 0540,Delhi NCR,SMB,Paid Search,2024-09-17,157,Active,14512.99
C10540,Customer 0541,Delhi NCR,SMB,Partner,2024-06-01,655,At Risk,72298.99
C10541,Customer 0542,Delhi NCR,SMB,Organic,2025-10-09,336,Active,38828.3
C10542,Customer 0543,Delhi NCR,Mid-Market,Referral,2026-04-29,345,Active,45066.23
C10543,Customer 0544,Chennai,SMB,Event,2024-04-29,551,Active,64923.7
C10544,Customer 0545,Kochi,Mid-Market,Organic,2024-07-17,513,Active,81271.26
C10545,Customer 0546,Chennai,SMB,Outbound,2024-09-17,359,Active,49621.36
C10546,Customer 0547,Pune,Enterprise,Referral,2026-01-25,849,Active,234495.24
C10547,Customer 0548,Kochi,Mid-Market,Outbound,2025-01-13,152,Active,16357.55
C10548,Customer 0549,Ahmedabad,SMB,Organic,2024-08-27,86,Active,5113.62
C10549,Customer 0550,Hyderabad,SMB,Event,2024-09-30,29,Active,5247.6
C10550,Customer 0551,Pune,SMB,Organic,2025-05-23,693,Active,148934.96
C10551,Customer 0552,Bengaluru,Enterprise,Event,2024-11-24,348,Active,96802.36
C10552,Customer 0553,Bengaluru,SMB,Referral,2024-04-29,374,At Risk,23492.11
C10553,Customer 0554,Kochi,Mid-Market,Paid Search,2025-11-28,553,Active,62128.05
C10554,Customer 0555,Hyderabad,SMB,Organic,2024-12-24,372,Active,19234.54
C10555,Customer 0556,Kochi,Mid-Market,Referral,2024-08-06,490,Churned,97450.5
C10556,Customer 0557,Kochi,SMB,Organic,2025-09-11,54,Active,6159.19
C10557,Customer 0558,Ahmedabad,SMB,Referral,2025-09-25,137,Active,15209.27
C10558,Customer 0559,Pune,Enterprise,Outbound,2024-05-11,792,Active,157010.46
C10559,Customer 0560,Kochi,SMB,Partner,2024-03-03,385,Active,28156.9
C10560,Customer 0561,Hyderabad,Mid-Market,Partner,2024-02-08,146,Active,22762.67
C10561,Customer 0562,Ahmedabad,SMB,Partner,2025-10-12,317,At Risk,21677.16
C10562,Customer 0563,Bengaluru,SMB,Partner,2025-06-15,287,Active,32496.65
C10563,Customer 0564,Mumbai,Enterprise,Organic,2025-11-04,236,Active,57991.0
C10564,Customer 0565,Bengaluru,Mid-Market,Partner,2025-06-16,253,Active,48060.03
C10565,Customer 0566,Delhi NCR,Mid-Market,Referral,2024-12-07,621,Active,76204.36
C10566,Customer 0567,Pune,SMB,Partner,2025-05-16,95,Active,15142.77
C10567,Customer 0568,Mumbai,SMB,Outbound,2025-09-06,266,Active,31404.78
C10568,Customer 0569,Kochi,SMB,Outbound,2024-12-05,400,Active,30103.5
C10569,Customer 0570,Chennai,Mid-Market,Outbound,2026-02-16,461,Active,50664.85
C10570,Customer 0571,Pune,SMB,Referral,2026-02-03,749,Active,108144.04
C10571,Customer 0572,Ahmedabad,SMB,Partner,2025-11-11,785,Active,73499.52
C10572,Customer 0573,Delhi NCR,SMB,Event,2026-04-23,256,Active,17457.2
C10573,Customer 0574,Mumbai,SMB,Partner,2024-11-27,460,Active,32160.01
C10574,Customer 0575,Ahmedabad,SMB,Paid Search,2024-04-06,23,Active,1550.62
C10575,Customer 0576,Chennai,SMB,Paid Search,2025-02-15,526,Active,60346.39
C10576,Customer 0577,Chennai,Enterprise,Outbound,2025-09-26,134,Active,25592.02
C10577,Customer 0578,Mumbai,Mid-Market,Referral,2025-10-24,66,Active,6393.52
C10578,Customer 0579,Bengaluru,SMB,Outbound,2024-11-26,572,Active,88266.43
C10579,Customer 0580,Bengaluru,Mid-Market,Event,2024-09-05,155,Active,15907.31
C10580,Customer 0581,Bengaluru,Mid-Market,Paid Search,2025-01-13,408,Active,42697.54
C10581,Customer 0582,Bengaluru,SMB,Event,2025-11-14,90,Active,7918.73
C10582,Customer 0583,Pune,SMB,Partner,2024-02-21,635,Active,93274.14
C10583,Customer 0584,Hyderabad,SMB,Event,2024-10-05,651,Active,127662.19
C10584,Customer 0585,Pune,SMB,Partner,2024-07-14,490,At Risk,67106.54
C10585,Customer 0586,Ahmedabad,Mid-Market,Event,2025-11-16,711,At Risk,68407.75
C10586,Customer 0587,Kochi,Enterprise,Paid Search,2025-02-03,374,Active,57198.3
C10587,Customer 0588,Delhi NCR,SMB,Event,2024-03-14,162,Active,10968.87
C10588,Customer 0589,Hyderabad,Mid-Market,Organic,2024-08-10,132,Active,29814.92
C10589,Customer 0590,Kochi,SMB,Paid Search,2024-02-07,190,Churned,13104.47
C10590,Customer 0591,Hyderabad,Mid-Market,Event,2025-02-08,174,Active,43318.68
C10591,Customer 0592,Pune,Mid-Market,Organic,2026-04-28,278,Active,44810.47
C10592,Customer 0593,Pune,SMB,Partner,2025-04-27,186,Active,18381.8
C10593,Customer 0594,Bengaluru,SMB,Organic,2026-01-09,504,Active,71695.29
C10594,Customer 0595,Pune,Mid-Market,Partner,2025-09-23,130,Active,8839.0
C10595,Customer 0596,Bengaluru,Enterprise,Paid Search,2026-01-20,530,Active,123309.8
C10596,Customer 0597,Bengaluru,SMB,Referral,2024-09-21,287,Active,23373.01
C10597,Customer 0598,Kochi,SMB,Partner,2026-03-19,585,Active,75444.29
C10598,Customer 0599,Ahmedabad,SMB,Organic,2024-07-21,438,At Risk,55224.32
C10599,Customer 0600,Mumbai,Mid-Market,Partner,2025-01-07,769,At Risk,76670.79
C10600,Customer 0601,Ahmedabad,Mid-Market,Event,2025-08-02,376,Active,76265.02
C10601,Customer 0602,Ahmedabad,Mid-Market,Event,2024-08-31,254,Active,20247.36
C10602,Customer 0603,Kochi,Mid-Market,Partner,2024-08-12,502,Active,52832.21
C10603,Customer 0604,Bengaluru,Enterprise,Partner,2024-04-20,561,At Risk,144817.92
C10604,Customer 0605,Mumbai,Mid-Market,Organic,2024-01-04,376,Active,56900.84
C10605,Customer 0606,Pune,SMB,Event,2025-03-02,477,Active,88781.34
C10606,Customer 0607,Ahmedabad,Mid-Market,Outbound,2026-04-18,402,At Risk,80114.35
C10607,Customer 0608,Kochi,SMB,Outbound,2024-07-06,263,Active,39277.3
C10608,Customer 0609,Delhi NCR,SMB,Partner,2025-01-09,269,Active,29421.01
C10609,Customer 0610,Bengaluru,Enterprise,Referral,2026-03-06,771,Active,94357.26
C10610,Customer 0611,Ahmedabad,Mid-Market,Organic,2025-10-18,575,Active,149395.07
C10611,Customer 0612,Mumbai,Enterprise,Outbound,2024-01-04,85,Active,10847.63
C10612,Customer 0613,Mumbai,SMB,Referral,2025-03-01,817,Active,105555.1
C10613,Customer 0614,Ahmedabad,Mid-Market,Partner,2024-05-01,606,Churned,79860.8
C10614,Customer 0615,Chennai,SMB,Outbound,2024-07-28,47,Active,4550.06
C10615,Customer 0616,Mumbai,SMB,Referral,2024-07-28,620,At Risk,92552.12
C10616,Customer 0617,Hyderabad,SMB,Paid Search,2025-06-04,503,Active,73143.88
C10617,Customer 0618,Delhi NCR,Mid-Market,Partner,2024-06-18,778,Active,169611.01
C10618,Customer 0619,Ahmedabad,SMB,Organic,2024-08-02,418,Churned,62374.96
C10619,Customer 0620,Delhi NCR,Enterprise,Event,2024-07-10,443,Active,75815.46
C10620,Customer 0621,Pune,SMB,Partner,2024-10-30,270,Active,33640.39
C10621,Customer 0622,Mumbai,SMB,Partner,2025-07-11,276,Active,17306.49
C10622,Customer 0623,Kochi,Mid-Market,Outbound,2024-12-05,527,Active,102176.43
C10623,Customer 0624,Kochi,SMB,Partner,2024-10-05,704,At Risk,65554.06
C10624,Customer 0625,Chennai,Enterprise,Paid Search,2025-03-15,757,Active,159242.67
C10625,Customer 0626,Kochi,Mid-Market,Outbound,2025-06-06,656,Active,58520.2
C10626,Customer 0627,Chennai,SMB,Referral,2024-01-14,520,Active,74019.26
C10627,Customer 0628,Delhi NCR,Mid-Market,Referral,2026-01-26,427,Active,105529.23
C10628,Customer 0629,Pune,Mid-Market,Organic,2026-02-17,291,Active,59751.67
C10629,Customer 0630,Kochi,Mid-Market,Paid Search,2025-05-27,653,Active,63716.04
C10630,Customer 0631,Kochi,Mid-Market,Paid Search,2025-05-03,273,Active,59167.47
