ticket_id,customer_id,opened_date,category,priority,channel,assigned_department,status,resolution_hours,csat
ST70314,C10493,2025-05-26,Hardware,Low,Email,Customer Success,Pending Customer,4.13,3.3
ST70315,C10306,2025-01-08,Training,Low,Phone,Support,Resolved,51.4,4.8
ST70316,C10571,2026-03-25,Performance,High,Phone,Support,Resolved,39.4,4.3
ST70317,C10828,2026-05-03,Installation,Low,Email,Customer Success,Pending Customer,16.71,4.5
ST70318,C10753,2026-06-19,Installation,Medium,Phone,Engineering,Resolved,1.89,4.1
ST70319,C10520,2025-12-01,Hardware,Low,Phone,Support,Escalated,19.82,3.3
ST70320,C10076,2025-10-02,Connectivity,Low,Chat,Support,Escalated,69.02,4.5
ST70321,C10271,2026-03-15,Hardware,Low,Chat,Support,Resolved,25.8,4.0
ST70322,C10577,2026-02-05,Connectivity,High,Portal,Support,Resolved,24.36,4.1
ST70323,C10385,2026-03-16,Training,Low,Phone,Support,Open,15.82,5.0
ST70324,C10456,2025-06-14,Performance,Medium,Chat,Support,Resolved,22.88,4.8
ST70325,C10301,2026-06-08,Billing,Low,Email,Customer Success,Resolved,25.72,4.8
ST70326,C10076,2025-01-22,Training,Medium,Phone,Support,Resolved,18.67,5.0
ST70327,C10466,2025-02-24,Installation,Medium,Chat,Support,Pending Customer,14.19,4.4
ST70328,C10444,2026-01-15,Training,Medium,Email,Engineering,Escalated,18.89,4.2
ST70329,C10781,2025-11-28,Software,Low,Chat,Support,Resolved,18.28,3.6
ST70330,C10112,2025-11-18,Software,Low,Email,Customer Success,Open,2.32,3.8
ST70331,C10484,2026-06-12,Hardware,High,Portal,Support,Pending Customer,60.76,2.6
ST70332,C10853,2026-05-21,Installation,Medium,Chat,Customer Success,Resolved,24.37,4.7
ST70333,C10267,2026-02-22,Training,Low,Chat,Customer Success,Resolved,35.44,3.1
ST70334,C10316,2025-04-06,Installation,Medium,Phone,Support,Resolved,20.3,4.8
ST70335,C10087,2025-02-26,Hardware,Low,Phone,Customer Success,Pending Customer,11.1,4.1
ST70336,C10574,2025-03-23,Billing,Medium,Portal,Customer Success,Resolved,30.61,4.2
ST70337,C10855,2025-12-23,Training,Medium,Chat,Support,Resolved,3.9,4.1
ST70338,C10481,2026-02-18,Software,Low,Phone,Customer Success,Resolved,25.06,5.0
ST70339,C10417,2026-04-09,Hardware,Medium,Chat,Support,Resolved,30.38,5.0
ST70340,C10749,2025-03-01,Connectivity,Medium,Phone,Support,Resolved,15.62,4.1
ST70341,C10441,2025-06-09,Training,High,Email,Engineering,Resolved,23.43,3.4
ST70342,C10398,2025-07-16,Billing,Medium,Phone,Support,Resolved,2.36,4.8
ST70343,C10763,2026-01-02,Training,Medium,Chat,Support,Pending Customer,24.14,3.4
ST70344,C10284,2025-01-28,Performance,High,Chat,Support,Open,12.77,2.9
ST70345,C10849,2026-05-03,Billing,Low,Portal,Engineering,Pending Customer,23.51,4.5
ST70346,C10268,2025-02-16,Software,Medium,Email,Support,Resolved,16.13,5.0
ST70347,C10511,2025-10-31,Connectivity,Low,Chat,Support,Resolved,15.98,3.8
ST70348,C10250,2026-06-26,Performance,Low,Chat,Customer Success,Pending Customer,24.01,4.4
ST70349,C10632,2025-04-23,Performance,Medium,Chat,Customer Success,Resolved,13.25,3.8
ST70350,C10434,2026-02-03,Connectivity,Low,Phone,Support,Resolved,15.55,4.6
ST70351,C10239,2025-11-15,Billing,Medium,Chat,Engineering,Resolved,52.83,4.9
ST70352,C10743,2026-04-21,Installation,Medium,Portal,Support,Resolved,36.98,3.9
ST70353,C10935,2025-12-08,Software,Low,Chat,Customer Success,Resolved,14.18,3.3
ST70354,C10028,2026-05-07,Performance,Medium,Portal,Support,Pending Customer,16.36,3.0
ST70355,C10567,2025-08-22,Billing,Medium,Chat,Support,Pending Customer,10.5,4.8
ST70356,C10718,2025-04-06,Training,Medium,Email,Engineering,Open,12.8,3.2
ST70357,C10719,2026-01-30,Training,High,Portal,Support,Escalated,13.26,4.4
ST70358,C10220,2026-07-16,Hardware,Medium,Email,Support,Resolved,18.03,4.7
ST70359,C10114,2025-09-09,Billing,High,Portal,Support,Resolved,2.71,3.7
ST70360,C10513,2026-04-21,Software,Medium,Chat,Support,Resolved,12.54,4.0
ST70361,C10636,2026-05-24,Software,Low,Email,Engineering,Pending Customer,11.0,4.8
ST70362,C10289,2026-01-10,Training,Medium,Phone,Support,Resolved,40.19,3.5
ST70363,C10368,2026-04-05,Hardware,Low,Chat,Engineering,Pending Customer,16.22,3.4
ST70364,C10532,2025-11-23,Installation,Low,Phone,Support,Resolved,19.78,3.9
ST70365,C10450,2026-04-12,Billing,Low,Phone,Engineering,Resolved,12.27,5.0
ST70366,C10483,2025-07-14,Connectivity,High,Email,Customer Success,Open,16.32,5.0
ST70367,C10682,2025-11-02,Hardware,High,Phone,Support,Pending Customer,12.8,4.0
ST70368,C10984,2025-02-15,Connectivity,Critical,Email,Support,Pending Customer,18.22,3.6
ST70369,C10796,2025-04-24,Performance,Low,Email,Customer Success,Resolved,23.39,4.9
ST70370,C10008,2025-12-02,Billing,Medium,Chat,Support,Resolved,5.65,2.8
ST70371,C10349,2026-02-25,Software,High,Phone,Support,Resolved,25.64,4.3
ST70372,C10009,2025-01-18,Connectivity,Low,Chat,Customer Success,Pending Customer,7.97,4.1
ST70373,C10873,2025-02-09,Performance,Medium,Portal,Engineering,Resolved,54.02,
ST70374,C10644,2025-01-04,Performance,Low,Portal,Customer Success,Resolved,17.95,5.0
ST70375,C10218,2025-10-28,Training,Medium,Chat,Engineering,Resolved,19.59,3.4
ST70376,C10839,2025-07-14,Training,Medium,Phone,Support,Open,20.13,4.2
ST70377,C10562,2025-01-31,Software,Low,Chat,Customer Success,Resolved,17.16,3.7
ST70378,C10051,2026-04-06,Software,Low,Email,Support,Escalated,9.72,3.9
ST70379,C10151,2025-11-03,Hardware,Medium,Phone,Customer Success,Resolved,19.62,4.6
ST70380,C10809,2025-01-06,Installation,Medium,Chat,Customer Success,Resolved,18.86,3.8
ST70381,C10289,2026-02-02,Performance,Low,Chat,Support,Open,8.84,4.2
ST70382,C10524,2026-06-13,Performance,Low,Phone,Engineering,Resolved,5.71,4.8
ST70383,C10895,2025-09-01,Hardware,High,Email,Support,Resolved,30.48,5.0
ST70384,C10289,2026-07-05,Performance,Medium,Phone,Support,Resolved,12.52,4.3
ST70385,C10011,2025-08-30,Connectivity,Medium,Email,Support,Resolved,14.81,4.2
ST70386,C10083,2025-02-14,Installation,Medium,Chat,Support,Open,18.92,3.3
ST70387,C10915,2025-03-13,Training,High,Phone,Support,Resolved,9.52,5.0
ST70388,C10599,2025-02-08,Hardware,Medium,Email,Engineering,Resolved,20.8,4.5
ST70389,C10328,2025-06-25,Performance,Low,Phone,Support,Pending Customer,15.32,4.2
ST70390,C10078,2025-08-12,Billing,Medium,Phone,Customer Success,Resolved,16.36,
ST70391,C10695,2025-09-15,Hardware,High,Email,Support,Resolved,34.42,4.4
ST70392,C10039,2025-10-06,Software,Low,Email,Engineering,Pending Customer,18.44,4.7
ST70393,C10091,2026-05-16,Installation,Low,Email,Customer Success,Pending Customer,14.29,4.8
ST70394,C10593,2025-01-07,Performance,Low,Email,Support,Resolved,7.41,5.0
ST70395,C10641,2026-06-05,Software,Medium,Phone,Support,Resolved,20.06,4.3
ST70396,C10569,2025-05-19,Billing,Medium,Chat,Customer Success,Resolved,29.66,5.0
ST70397,C10909,2026-07-08,Training,Medium,Email,Support,Resolved,14.47,4.9
ST70398,C10269,2025-03-20,Performance,Low,Phone,Support,Open,29.51,4.1
ST70399,C10555,2025-02-28,Connectivity,Medium,Portal,Support,Resolved,20.25,2.8
ST70400,C10306,2025-03-12,Connectivity ,Low,Chat,Support,Resolved,17.45,4.2
ST70401,C10362,2025-06-21,Training,Medium,Portal,Engineering,Resolved,21.94,5.0
ST70402,C10150,2026-07-01,Billing,Low,Phone,Engineering,Resolved,5.91,3.5
ST70403,C10793,2025-09-26,Hardware,High,Chat,Customer Success,Pending Customer,12.67,4.2
ST70404,C10703,2025-04-06,Hardware,Medium,Email,Support,Resolved,13.02,4.2
ST70405,C10712,2026-01-08,Connectivity,Medium,Portal,Engineering,Resolved,14.92,4.8
ST70406,C10142,2025-10-22,Connectivity,Low,Portal,Customer Success,Resolved,48.54,3.8
ST70407,C10117,2026-02-12,Software,Low,Email,Engineering,Resolved,17.85,3.4
ST70408,C10782,2026-03-07,Training,Medium,Phone,Support,Open,5.14,4.5
ST70409,C10665,2026-04-01,Connectivity,Medium,Email,Support,Pending Customer,10.51,3.5
ST70410,C10029,2025-03-29,Billing,High,Portal,Customer Success,Escalated,16.37,2.7
ST70411,C10664,2025-10-15,Training,Medium,Email,Engineering,Resolved,18.39,5.0
ST70412,C10980,2026-01-01,Billing,Medium,Phone,Support,Pending Customer,1.03,4.8
ST70413,C10751,2025-11-19,Installation,High,Chat,Support,Resolved,23.24,5.0
ST70414,C10277,2026-07-19,Connectivity,Medium,Portal,Support,Resolved,23.91,4.8
ST70415,C10316,2026-07-12,Training,High,Portal,Engineering,Resolved,7.14,4.6
ST70416,C10752,2026-04-16,Training,Medium,Portal,Customer Success,Open,29.12,4.4
ST70417,C10401,2025-05-20,Connectivity,Medium,Email,Engineering,Open,14.39,4.0
ST70418,C10736,2025-11-03,Hardware,High,Portal,Customer Success,Resolved,8.31,4.5
ST70419,C10960,2026-04-12,Performance,Low,Chat,Engineering,Pending Customer,6.72,3.7
ST70420,C10405,2025-06-05,Training,Low,Email,Support,Pending Customer,22.91,3.3
ST70421,C10573,2026-02-17,Training,Low,Chat,Support,Escalated,11.05,3.9
ST70422,C10489,2025-05-25,Installation,Medium,Email,Customer Success,Resolved,19.73,5.0
ST70423,C10508,2025-03-23,Billing,Medium,Email,Support,Escalated,6.55,3.2
ST70424,C10075,2025-05-20,Installation,Low,Portal,Support,Pending Customer,13.14,3.2
ST70425,C10986,2026-06-22,Performance,Low,Portal,Support,Resolved,21.92,4.5
ST70426,C10540,2026-08-01,Connectivity,Low,Portal,Customer Success,Resolved,33.74,3.8
ST70427,C10229,2026-05-12,Hardware,Low,Chat,Customer Success,Pending Customer,36.1,4.5
ST70428,C10573,2025-06-07,Hardware,Low,Chat,Support,Open,33.3,4.8
ST70429,C10397,2026-03-29,Hardware,Low,Phone,Engineering,Resolved,71.61,4.4
ST70430,C10821,2025-05-07,Installation,High,Email,Support,Escalated,19.94,
ST70431,C10759,2025-03-15,Performance,Medium,Chat,Support,Resolved,6.39,5.0
ST70432,C10382,2025-05-31,Connectivity,Low,Chat,Support,Resolved,10.7,4.7
ST70433,C10713,2025-03-23,Performance,Low,Email,Support,Resolved,35.47,4.1
ST70434,C10033,2026-01-07,Training,Low,Portal,Support,Resolved,9.65,4.1
ST70435,C10966,2026-02-01,Software,Medium,Chat,Customer Success,Resolved,0.7,4.4
ST70436,C10510,2025-01-21,Software,Medium,Email,Customer Success,Resolved,13.5,3.9
ST70437,C10654,2025-03-04,Performance,High,Email,Support,Resolved,28.73,2.9
ST70438,C10645,2025-10-05,Connectivity,Medium,Phone,Engineering,Resolved,10.54,4.7
ST70439,C10313,2025-03-07,Connectivity,Medium,Portal,Engineering,Resolved,36.61,4.6
ST70440,C10689,2026-04-26,Software,Low,Portal,Support,Open,51.57,2.4
ST70441,C10397,2025-08-21,Billing,Medium,Chat,Support,Resolved,19.62,4.5
ST70442,C10680,2025-08-28,Training,High,Phone,Support,Resolved,57.4,5.0
ST70443,C10089,2025-01-04,Installation,Low,Phone,Customer Success,Resolved,43.45,3.3
ST70444,C10146,2026-02-11,Performance,High,Email,Support,Resolved,29.33,4.0
ST70445,C10923,2026-02-23,Connectivity,Low,Email,Customer Success,Resolved,21.46,4.0
ST70446,C10735,2026-03-15,Installation,Medium,Portal,Customer Success,Escalated,20.16,5.0
ST70447,C10128,2025-11-10,Software,Low,Email,Support,Resolved,15.67,4.9
ST70448,C10213,2025-06-06,Billing,Medium,Portal,Support,Resolved,24.47,3.4
ST70449,C10545,2025-02-15,Connectivity,Low,Chat,Support,Resolved,2.6,4.4
ST70450,C10005,2025-07-03,Hardware,Medium,Email,Support,Resolved,44.71,5.0
ST70451,C10401,2025-11-12,Software,Medium,Email,Customer Success,Open,58.04,3.6
ST70452,C10326,2025-03-09,Installation,Medium,Email,Customer Success,Escalated,2.39,4.1
ST70453,C10134,2025-02-01,Installation,Medium,Portal,Customer Success,Resolved,28.16,4.5
ST70454,C10299,2025-05-06,Hardware,Low,Email,Customer Success,Resolved,42.41,3.6
ST70455,C10292,2025-02-11,Connectivity,Medium,Email,Support,Resolved,18.3,5.0
ST70456,C10067,2025-01-09,Software,Low,Phone,Support,Resolved,15.1,3.7
ST70457,C10633,2025-10-09,Training,Medium,Email,Support,Resolved,12.72,3.1
ST70458,C10272,2026-03-09,Software,Low,Email,Support,Resolved,10.95,3.7
ST70459,C10031,2025-10-17,Installation,Medium,Chat,Support,Resolved,20.8,4.6
ST70460,C10022,2025-02-22,Performance,Medium,Email,Support,Resolved,36.42,3.5
ST70461,C10965,2025-07-16,Training,Critical,Email,Customer Success,Pending Customer,5.256,3.6
ST70462,C10118,2025-01-21,Installation,Medium,Email,Support,Resolved,7.66,4.5
ST70463,C10909,2025-12-27,Connectivity ,Low,Phone,Support,Resolved,10.34,3.2
ST70464,C10166,2025-05-16,Performance,Medium,Phone,Support,Open,4.49,3.7
ST70465,C10084,2025-08-13,Hardware,Low,Phone,Support,Resolved,26.12,4.4
ST70466,C10545,2026-06-08,Training,Low,Phone,Support,Resolved,23.8,4.6
ST70467,C10868,2025-12-07,Performance,Medium,Email,Support,Resolved,30.53,3.7
ST70468,C10071,2026-03-20,Performance,High,Portal,Support,Resolved,1.92,4.2
ST70469,C10328,2025-07-22,Performance,High,Phone,Engineering,Pending Customer,28.11,3.9
ST70470,C10752,2026-06-24,Billing,High,Phone,Support,Resolved,36.28,4.6
ST70471,C10067,2026-02-19,Installation,Low,Portal,Support,Resolved,26.47,4.5
ST70472,C10169,2025-10-27,Software,Low,Chat,Support,Open,17.26,3.8
ST70473,C10306,2025-12-02,Software,High,Chat,Support,Resolved,15.53,4.5
ST70474,C10806,2025-12-28,Hardware,Low,Chat,Support,Open,22.26,3.8
ST70475,C10808,2025-04-03,Billing,Medium,Chat,Support,Resolved,20.47,4.4
ST70476,C10709,2025-05-26,Performance,Critical,Chat,Engineering,Resolved,10.6,4.5
ST70477,C10665,2026-02-03,Connectivity,Low,Chat,Engineering,Open,2.12,5.0
ST70478,C10026,2025-09-13,Training,Medium,Phone,Customer Success,Resolved,11.82,3.8
ST70479,C10238,2026-03-31,Software,High,Portal,Support,Resolved,53.78,4.0
ST70480,C10921,2025-11-01,Performance,Medium,Portal,Support,Resolved,2.51,3.6
ST70481,C10719,2025-02-08,Software,High,Chat,Support,Pending Customer,20.24,3.3
ST70482,C10241,2026-01-21,Software,Medium,Portal,Customer Success,Escalated,45.74,3.8
ST70483,C10707,2025-12-20,Training,Low,Phone,Support,Resolved,31.03,4.6
ST70484,C10724,2025-07-31,Installation,High,Phone,Customer Success,Resolved,34.26,4.7
ST70485,C10742,2026-04-04,Software,Medium,Portal,Support,Resolved,31.74,4.3
ST70486,C10980,2025-07-23,Software,High,Portal,Support,Resolved,4.54,3.9
ST70487,C10540,2025-03-08,Training,Medium,Email,Support,Resolved,40.51,3.7
ST70488,C10059,2025-03-12,Billing,Medium,Phone,Support,Pending Customer,44.27,3.4
ST70489,C10818,2026-06-07,Software,Medium,Email,Customer Success,Resolved,5.96,3.7
ST70490,C10014,2025-08-07,Billing,Low,Email,Support,Resolved,12.64,3.1
ST70491,C10641,2025-08-29,Installation,Critical,Portal,Support,Resolved,18.5,5.0
ST70492,C10796,2025-06-27,Software,Critical,Phone,Support,Resolved,12.76,5.0
ST70493,C10125,2026-03-04,Installation,Medium,Portal,Engineering,Resolved,9.86,2.6
ST70494,C10797,2025-12-18,Installation,High,Chat,Support,Resolved,10.05,4.3
ST70495,C10810,2026-06-06,Hardware,Medium,Chat,Support,Resolved,28.05,4.3
ST70496,C10653,2026-06-03,Performance,High,Portal,Support,Resolved,33.58,4.3
ST70497,C10323,2026-07-28,Training,Medium,Chat,Support,Resolved,10.08,3.7
ST70498,C10201,2025-07-10,Installation,Medium,Email,Customer Success,Resolved,33.44,4.9
ST70499,C10705,2025-12-05,Installation,Medium,Email,Support,Pending Customer,12.72,4.4
ST70500,C10156,2025-07-20,Hardware,Medium,Portal,Support,Resolved,6.33,4.9
ST70501,C10675,2026-02-13,Hardware,High,Chat,Support,Resolved,21.88,3.5
ST70502,C10169,2026-03-10,Installation,Medium,Phone,Support,Pending Customer,17.89,3.1
ST70503,C10335,2025-05-26,Billing,High,Phone,Customer Success,Resolved,22.45,4.4
ST70504,C10506,2026-05-14,Installation,Low,Phone,Support,Resolved,22.2,3.4
ST70505,C10161,2025-06-18,Hardware,Low,Portal,Support,Pending Customer,20.61,4.9
ST70506,C10794,2026-07-25,Software,Medium,Chat,Customer Success,Resolved,16.42,2.5
ST70507,C10694,2026-05-09,Connectivity,Medium,Chat,Engineering,Escalated,32.94,3.7
ST70508,C10016,2025-01-11,Software,High,Portal,Support,Resolved,26.63,3.6
ST70509,C10849,2025-08-19,Billing,Low,Phone,Customer Success,Resolved,13.06,3.9
ST70510,C10716,2025-08-14,Training,Low,Phone,Support,Resolved,12.82,4.3
ST70511,C10838,2026-04-23,Installation,Medium,Phone,Customer Success,Resolved,4.17,4.4
ST70512,C10601,2026-02-25,Hardware,High,Email,Support,Resolved,4.82,
ST70513,C10626,2025-01-30,Connectivity,Critical,Email,Customer Success,Resolved,15.58,4.7
ST70514,C10383,2026-05-03,Hardware,High,Chat,Support,Resolved,30.21,4.0
ST70515,C10227,2025-05-07,Hardware,Medium,Email,Support,Resolved,8.77,5.0
ST70516,C10235,2025-08-03,Software,High,Phone,Customer Success,Resolved,27.45,5.0
ST70517,C10316,2025-04-09,Performance,Low,Chat,Support,Resolved,20.1,3.9
ST70518,C10290,2025-04-02,Hardware,High,Phone,Support,Resolved,9.23,4.0
ST70519,C10754,2025-11-02,Billing,Medium,Email,Support,Resolved,18.37,3.9
ST70520,C10524,2025-02-19,Hardware,Medium,Chat,Support,Open,17.87,4.4
ST70521,C10410,2025-02-16,Hardware,Medium,Email,Support,Resolved,17.226000000000003,2.7
ST70522,C10725,2026-04-01,Performance,High,Phone,Support,Resolved,26.24,3.5
ST70523,C10732,2025-07-19,Hardware,Low,Portal,Support,Escalated,32.17,2.5
ST70524,C10934,2026-01-11,Performance,Low,Phone,Customer Success,Pending Customer,13.96,3.8
ST70525,C10309,2026-07-27,Software,Medium,Portal,Engineering,Resolved,6.87,4.9
ST70526,C10243,2025-01-30,Software,High,Phone,Support,Resolved,33.19,4.0
ST70527,C10006,2026-04-06,Connectivity,Medium,Portal,Support,Pending Customer,4.54,4.0
ST70528,C10159,2025-03-05,Billing,Low,Phone,Support,Resolved,21.34,4.3
ST70529,C10603,2026-03-18,Installation,Medium,Chat,Support,Resolved,8.76,3.3
ST70530,C10809,2025-06-27,Hardware,Low,Chat,Customer Success,Resolved,6.38,4.1
ST70531,C10600,2025-03-20,Performance,Low,Portal,Engineering,Resolved,11.61,4.8
ST70532,C10991,2025-05-13,Installation,Low,Chat,Customer Success,Pending Customer,17.85,4.3
ST70533,C10627,2025-07-31,Performance,Medium,Chat,Engineering,Resolved,7.6,4.8
ST70534,C10882,2026-02-28,Performance,Medium,Phone,Support,Resolved,5.47,5.0
ST70535,C10268,2026-01-30,Hardware,Low,Phone,Customer Success,Resolved,3.3,4.6
ST70536,C10323,2026-02-27,Connectivity,Low,Email,Support,Resolved,45.76,3.6
ST70537,C10811,2025-01-13,Software,Medium,Phone,Engineering,Open,22.53,3.8
ST70538,C10660,2026-07-20,Training,Low,Email,Support,Pending Customer,9.29,5.0
ST70539,C10487,2025-09-09,Installation,Low,Email,Support,Resolved,23.3,4.3
ST70540,C10955,2025-03-06,Hardware,Medium,Chat,Customer Success,Open,17.72,4.2
ST70541,C10762,2026-06-23,Installation,Medium,Portal,Support,Resolved,28.1,3.5
ST70542,C10295,2026-04-05,Software,High,Phone,Engineering,Resolved,14.8,4.0
ST70543,C10611,2025-02-17,Installation,Medium,Chat,Customer Success,Resolved,56.646,3.9
ST70544,C10396,2025-09-11,Connectivity,Medium,Phone,Engineering,Resolved,10.39,4.1
ST70545,C10416,2026-06-10,Training,High,Chat,Support,Resolved,19.98,3.7
ST70546,C10805,2026-01-31,Training,Medium,Chat,Support,Pending Customer,30.18,3.9
ST70547,C10679,2025-04-23,Billing,Medium,Portal,Customer Success,Resolved,20.68,5.0
ST70548,C10012,2026-02-11,Hardware,Low,Chat,Support,Resolved,54.9,4.6
ST70549,C10574,2025-04-20,Billing,Low,Chat,Support,Pending Customer,27.74,4.5
ST70550,C10647,2025-07-24,Software,Low,Portal,Engineering,Pending Customer,23.03,4.4
ST70551,C10510,2025-04-24,Installation,Medium,Chat,Engineering,Resolved,13.25,
ST70552,C10299,2026-02-07,Training,High,Email,Engineering,Resolved,20.28,4.3
ST70553,C10648,2026-06-25,Installation,Low,Email,Support,Pending Customer,37.5,4.9
ST70554,C10947,2025-01-26,Software,Medium,Phone,Support,Resolved,12.0,3.9
ST70555,C10085,2025-12-17,Connectivity,Critical,Phone,Engineering,Resolved,8.51,
ST70556,C10602,2025-05-25,Billing,Medium,Phone,Support,Resolved,12.06,4.5
ST70557,C10910,2026-03-12,Hardware,Low,Chat,Support,Resolved,11.57,4.7
ST70558,C10400,2025-03-22,Installation,Critical,Portal,Support,Resolved,25.22,4.1
ST70559,C10335,2025-08-01,Software,Medium,Chat,Engineering,Pending Customer,50.84,4.8
ST70560,C10247,2025-04-30,Software,Low,Chat,Support,Resolved,4.75,3.0
ST70561,C10224,2026-05-22,Hardware,Medium,Email,Support,Escalated,18.08,4.1
ST70562,C10391,2025-02-17,Connectivity,Low,Portal,Support,Resolved,7.63,4.6
ST70563,C10771,2025-12-04,Hardware,High,Email,Support,Resolved,21.96,4.3
ST70564,C10181,2025-03-11,Performance,Low,Phone,Customer Success,Resolved,23.76,4.9
ST70565,C10231,2025-12-14,Training,High,Portal,Support,Resolved,11.61,4.0
ST70566,C10998,2026-03-22,Installation,Low,Portal,Support,Resolved,25.69,3.7
ST70567,C10995,2026-03-13,Connectivity ,High,Portal,Support,Open,10.15,2.9
ST70568,C10226,2025-01-20,Installation,Low,Portal,Support,Resolved,10.14,3.9
ST70569,C10420,2026-03-25,Billing,High,Email,Support,Resolved,8.93,4.5
ST70570,C10403,2025-06-22,Training,Low,Email,Engineering,Resolved,12.16,4.7
ST70571,C10296,2026-01-31,Training,High,Phone,Support,Resolved,16.84,3.1
ST70572,C10152,2026-07-14,Hardware,High,Chat,Support,Resolved,15.52,5.0
ST70573,C10062,2025-03-10,Software,Medium,Phone,Support,Resolved,19.26,3.4
ST70574,C10613,2025-07-30,Connectivity,Low,Chat,Engineering,Resolved,24.82,4.0
ST70575,C10041,2026-05-18,Hardware,Medium,Email,Customer Success,Pending Customer,19.44,3.7
ST70576,C10620,2025-03-24,Training,Medium,Chat,Support,Pending Customer,45.19,4.4
ST70577,C10095,2025-06-01,Connectivity ,Medium,Phone,Support,Resolved,17.72,4.2
ST70578,C10154,2025-11-15,Connectivity,Medium,Phone,Support,Resolved,28.72,4.6
ST70579,C10005,2026-08-01,Installation,Critical,Email,Customer Success,Resolved,4.16,5.0
ST70580,C10397,2025-06-20,Billing,Critical,Phone,Engineering,Resolved,19.27,4.4
ST70581,C10327,2025-08-12,Installation,Medium,Portal,Customer Success,Pending Customer,15.39,3.7
ST70582,C10332,2026-04-07,Training,Low,Chat,Engineering,Resolved,14.38,4.4
ST70583,C10310,2025-03-11,Training,Low,Chat,Support,Pending Customer,37.01,5.0
ST70584,C10938,2025-07-10,Connectivity,Medium,Chat,Support,Resolved,56.27,4.6
ST70585,C10430,2025-07-03,Software,Critical,Chat,Customer Success,Escalated,24.99,4.8
ST70586,C10809,2025-08-21,Billing,Medium,Phone,Customer Success,Open,3.26,2.9
ST70587,C10232,2025-11-29,Installation,Low,Email,Support,Open,11.14,4.4
ST70588,C10483,2025-05-09,Hardware,Medium,Portal,Support,Escalated,4.88,3.9
ST70589,C10062,2025-08-16,Billing,Medium,Chat,Support,Resolved,18.91,3.6
ST70590,C10258,2026-06-16,Training,Critical,Phone,Support,Resolved,22.85,4.1
ST70591,C10071,2026-04-26,Billing,Medium,Chat,Engineering,Resolved,3.82,4.2
ST70592,C10020,2026-07-09,Training,Low,Chat,Support,Pending Customer,41.3,3.6
ST70593,C10182,2026-01-31,Billing,Medium,Phone,Customer Success,Pending Customer,6.29,4.2
ST70594,C10158,2025-12-04,Installation,Low,Email,Support,Resolved,22.13,4.0
ST70595,C10316,2025-05-04,Hardware,Medium,Chat,Customer Success,Open,40.72,4.6
ST70596,C10743,2025-04-03,Billing,Medium,Email,Engineering,Resolved,19.17,4.3
ST70597,C10147,2025-11-09,Connectivity,Low,Email,Customer Success,Resolved,9.64,4.4
ST70598,C10610,2025-08-23,Connectivity,Medium,Email,Customer Success,Resolved,9.19,4.8
ST70599,C10365,2026-04-02,Performance,High,Email,Support,Resolved,19.54,4.5
ST70600,C10402,2025-01-06,Hardware,High,Portal,Support,Resolved,28.76,4.1
ST70601,C10922,2026-06-01,Training,Medium,Chat,Customer Success,Open,21.59,2.5
ST70602,C10464,2025-04-09,Software,Medium,Chat,Customer Success,Resolved,9.02,4.5
ST70603,C10261,2025-08-18,Performance,Critical,Portal,Customer Success,Resolved,15.12,3.4
ST70604,C10238,2025-07-26,Hardware,Medium,Portal,Customer Success,Resolved,8.03,4.0
ST70605,C10168,2026-06-21,Performance,High,Portal,Support,Resolved,7.96,4.4
ST70606,C10802,2026-02-22,Performance,Low,Chat,Support,Resolved,7.6,5.0
ST70607,C10664,2025-01-21,Performance,Low,Email,Engineering,Pending Customer,12.73,5.0
ST70608,C10267,2026-05-10,Software,Low,Email,Support,Resolved,16.31,3.4
ST70609,C10490,2026-01-28,Performance,High,Email,Customer Success,Pending Customer,31.878000000000004,2.4
ST70610,C10505,2025-02-09,Training,Medium,Chat,Support,Pending Customer,20.8,4.3
ST70611,C10047,2026-03-30,Connectivity,Low,Email,Engineering,Pending Customer,9.45,4.3
ST70612,C10908,2025-01-20,Billing,Critical,Chat,Engineering,Resolved,16.56,3.2
ST70613,C10787,2025-09-04,Billing,High,Email,Support,Resolved,18.06,4.1
ST70614,C10535,2025-04-05,Software,Low,Phone,Engineering,Open,34.9,4.5
ST70615,C10715,2025-01-07,Billing,Medium,Chat,Support,Resolved,3.94,3.2
ST70616,C10109,2025-11-21,Billing,Medium,Email,Support,Resolved,5.08,3.4
ST70617,C10977,2026-02-03,Software,Low,Portal,Engineering,Resolved,24.14,3.6
ST70618,C10640,2025-10-06,Connectivity,Medium,Phone,Support,Resolved,25.87,3.9
ST70619,C10938,2025-07-18,Software,Low,Chat,Support,Resolved,24.21,4.6
ST70620,C10864,2025-10-25,Performance,High,Chat,Customer Success,Pending Customer,24.04,3.9
ST70621,C10584,2025-03-30,Installation,High,Email,Engineering,Resolved,4.33,4.1
ST70622,C10288,2025-01-29,Software,High,Chat,Support,Resolved,50.9,5.0
ST70623,C10686,2025-04-02,Training,Medium,Portal,Customer Success,Escalated,32.36,3.4
ST70624,C10512,2025-02-01,Installation,Low,Phone,Support,Resolved,4.4,3.6
ST70625,C10409,2026-03-23,Training,Medium,Chat,Support,Resolved,13.68,4.6
ST70626,C10711,2025-12-20,Hardware,Medium,Chat,Customer Success,Pending Customer,13.11,4.8
ST70627,C10888,2025-04-19,Software,Medium,Email,Support,Escalated,15.46,4.4
