transaction_id,customer_id,product_id,transaction_date,quantity,discount_pct,payment_status,sales_channel,gross_revenue,discount_amount,net_revenue,estimated_cost,estimated_margin
T50567,C10790,P1302,2025-05-10,25,0.0,Paid,Partner,21974.0,0.0,21974.0,19107.75,2866.25
T50568,C10409,P1157,2025-03-10,11,0.0,Paid,Direct,10855.9,0.0,10855.9,9439.87,1416.03
T50569,C10554,P1086,2025-10-27,26,0.0,Failed,Direct,38763.66,0.0,38763.66,26094.12,12669.54
T50570,C10963,P1257,2025-01-30,26,0.1,Paid,Online,28122.64,2812.26,25310.38,22409.4,2900.98
T50571,C10377,P1044,2026-01-06,7,0.0,Paid,Online,8792.21,0.0,8792.21,3677.03,5115.18
T50572,C10025,P1141,2025-09-13,3,0.0,Paid,Direct,5415.69,0.0,5415.69,1515.0,3900.69
T50573,C10145,P1273,2025-05-05,16,0.0,Paid,Direct,26186.08,0.0,26186.08,2256.64,23929.44
T50574,C10600,P1269,2025-12-14,22,0.05,Paid,Direct,9696.28,484.81,9211.47,8431.5,779.97
T50575,C10997,P1089,2025-08-06,25,0.02,Paid,Online,31955.25,639.1,31316.15,27787.25,3528.9
T50576,C10739,P1058,2025-08-14,5,0.15,Paid,Partner,4835.15,725.27,4109.88,3737.85,372.03
T50577,C10617,P1011,2025-05-06,11,0.05,Pending,Direct,13490.73,674.54,12816.19,5483.5,7332.69
T50578,C10323,P1031,2026-01-28,23,0.02,Paid,Online,17220.56,344.41,16876.15,5235.72,11640.43
T50579,C10439,P1288,2026-06-08,2,0.05,Paid,Direct,2697.02,134.85,2562.17,835.0,1727.17
T50580,C10038,P1274,2025-12-25,21,0.0,Paid,Direct,33633.39,0.0,33633.39,16175.67,17457.72
T50581,C10371,P1177,2025-05-18,9,0.2,Paid,Partner,7376.85,1475.37,5901.48,6414.66,-513.18
T50582,C10623,P1199,2026-04-29,1,0.2,Pending,Direct,361.16,72.23,288.93,256.53,32.4
T50583,C10905,P1114,2025-03-12,8,0.0,Paid,Partner,15393.52,0.0,15393.52,1550.96,13842.56
T50584,C10922,P1067,2025-06-18,22,0.05,Paid,Direct,17169.9,858.5,16311.4,7492.32,8819.08
T50585,C10821,P1004,2025-01-21,26,0.0,Paid,Partner,27461.46,0.0,27461.46,23879.44,3582.02
T50586,C10021,P1235,2026-05-08,3,0.02,Paid,Online,4826.07,96.52,4729.55,2476.71,2252.84
T50587,C10811,P1012,2025-01-27,14,0.1,Pending,Direct,6799.66,679.97,6119.69,2601.2,3518.49
T50588,C10218,P1036,2025-11-13,6,0.15,Paid,Direct,5042.88,756.43,4286.45,4385.1,-98.65
T50589,C10616,P1277,2025-04-22,20,0.0,Paid,Partner,39490.8,0.0,39490.8,17494.6,21996.2
T50590,C10946,P1203,2025-05-04,23,0.05,Paid,Direct,24908.77,1245.44,23663.33,11714.36,11948.97
T50591,C10887,P1171,2025-12-19,28,0.05,Paid,Partner,46809.0,2340.45,44468.55,31907.4,12561.15
T50592,C10664,P1076,2026-04-12,11,0.0,Pending,Partner,18820.34,0.0,18820.34,11567.49,7252.85
T50593,C10299,P1052,2025-01-11,9,0.05,Pending,Direct,12182.4,609.12,11573.28,6316.38,5256.9
T50594,C10520,P1163,2025-04-03,9,0.05,Paid,Online,15223.68,761.18,14462.5,1571.67,12890.83
T50595,C10703,P1125,2025-06-16,23,0.1,Paid,Direct,25193.05,2519.31,22673.74,21907.04,766.7
T50596,C10514,P1186,2026-07-02,13,0.2,Refunded,Direct,19927.96,3985.59,15942.37,2783.3,13159.07
T50597,C10404,P1057,2025-02-03,1,0.0,Paid,Direct,1336.51,0.0,1336.51,1162.18,174.33
T50598,C10402,P1081,2025-04-14,28,0.0,Paid,Partner,53954.32,0.0,53954.32,27847.68,26106.64
T50599,C10599,P1039,2025-08-23,4,0.0,Failed,Online,5923.04,0.0,5923.04,3525.04,2398.0
T50600,C10035,P1148,2025-07-08,27,0.0,Paid,Direct,42843.87,0.0,42843.87,18351.63,24492.24
T50601,C10998,P1096,2025-01-29,5,0.02,Failed,Direct,5769.4,115.39,5654.01,1378.0,4276.01
T50602,C10102,P1078,2025-11-10,16,0.15,Paid,Direct,26038.88,3905.83,22133.05,5721.28,16411.77
T50603,C10984,P1192,2025-12-19,10,0.02,Pending,Partner,9565.5,191.31,9374.19,8317.8,1056.39
T50604,C10035,P1174,2025-04-13,20,0.05,Paid,Direct,15274.8,763.74,14511.06,3729.2,10781.86
T50605,C10512,P1073,2026-02-04,12,0.02,Paid,Direct,25952.4,519.05,25433.35,5989.08,19444.27
T50606,C10417,P1244,2025-02-02,11,0.0,Paid,Direct,15634.41,0.0,15634.41,12099.01,3535.4
T50607,C10573,P1120,2026-03-01,14,0.1,Paid,Direct,26728.24,2672.82,24055.42,15273.58,8781.84
T50608,C10433,P1119,2025-05-31,29,0.05,Paid,Partner,41321.81,2066.09,39255.72,29719.2,9536.52
T50609,C10897,P1167,2025-05-11,8,0.02,Failed,Direct,8988.32,179.77,8808.55,7815.92,992.63
T50610,C10016,P1048,2025-04-24,7,0.15,Failed,Direct,12079.83,1811.97,10267.86,8052.1,2215.76
T50611,C10985,P1147,2026-05-19,2,0.02,Failed,Direct,4390.08,87.8,4302.28,895.52,3406.76
T50612,C10689,P1203,2025-10-19,22,0.0,Paid,Direct,23825.78,0.0,23825.78,11205.04,12620.74
T50613,C10778,P1045,2026-02-05,20,0.02,Paid,Direct,16876.8,337.54,16539.26,8341.2,8198.06
T50614,C10139,P1197,2025-04-29,18,0.05,Paid,Direct,10099.44,504.97,9594.47,8782.2,812.27
T50615,C10065,P1013,2025-02-02,1,0.02,Paid,Direct,1053.86,21.08,1032.78,916.4,116.38
T50616,C10397,P1211,2025-01-23,23,0.1,Paid,Direct,23378.81,2337.88,21040.93,20329.47,711.46
T50617,C10322,P1012,2025-09-13,24,0.02,Paid,Direct,11656.56,233.13,11423.43,4459.2,6964.23
T50618,C10782,P1061,2025-07-09,28,0.02,Paid,Partner,19431.72,388.63,19043.09,16897.16,2145.93
T50619,C10896,P1122,2026-03-22,27,0.1,Paid,Direct,32534.73,3253.47,29281.26,26413.29,2867.97
T50620,C10427,P1215,2026-04-03,8,0.02,Paid,Direct,7300.4,146.01,7154.39,6348.16,806.23
T50621,C10768,P1251,2025-06-30,21,0.02,Paid,Partner,29802.99,596.06,29206.93,7290.78,21916.15
T50622,C10059,P1164,2025-09-09,12,0.0,Paid,Direct,15569.88,0.0,15569.88,13539.0,2030.88
T50623,C10742,P1045,2025-08-10,18,0.02,Pending,Direct,15189.12,303.78,14885.34,7507.08,7378.26
T50624,C10099,P1135,2026-01-27,10,0.02,Failed,Partner,7133.9,142.68,6991.22,6152.2,839.02
T50625,C10667,P1275,2026-01-01,20,0.0,Paid,Direct,33281.8,0.0,33281.8,2548.6,30733.2
T50626,C10382,P1031,2026-01-13,28,0.05,Failed,Online,20964.16,1048.21,19915.95,6373.92,13542.03
T50627,C10415,P1250,2025-02-02,19,0.0,Pending,Direct,36088.79,0.0,36088.79,18575.54,17513.25
T50628,C10276,P1135,2025-07-16,27,0.0,Paid,Online,19261.53,0.0,19261.53,16610.94,2650.59
T50629,C10403,P1001,2026-07-15,28,0.05,Paid,Partner,59213.84,2960.69,56253.15,15884.68,40368.47
T50630,C10874,P1243,2025-07-18,4,0.0,Paid,Direct,1507.16,0.0,1507.16,1207.96,299.2
T50631,C10808,P1009,2025-04-12,28,0.05,Paid,Direct,30417.8,1520.89,28896.91,26450.2,2446.71
T50632,C10340,P1129,2025-04-26,24,0.05,Paid,Partner,45556.8,2277.84,43278.96,24971.52,18307.44
T50633,C10293,P1068,2025-01-16,13,0.0,Paid,Direct,17899.44,0.0,17899.44,8767.98,9131.46
T50634,C10509,P1204,2026-03-29,18,0.0,Failed,Direct,21743.64,0.0,21743.64,16150.5,5593.14
T50635,C10684,P1019,2025-01-04,18,0.02,Paid,Online,7924.86,158.5,7766.36,4530.24,3236.12
T50636,C10182,P1031,2025-12-12,23,0.0,Paid,Partner,17220.56,0.0,17220.56,5235.72,11984.84
T50637,C10726,P1185,2025-08-20,24,0.02,Refunded,Online,52539.36,1050.79,51488.57,26951.52,24537.05
T50638,C10948,P1347,2025-02-24,3,0.05,Failed,Partner,6472.23,323.61,6148.62,756.15,5392.47
T50639,C10844,P1013,2026-05-28,1,0.05,Paid,Partner,1053.86,52.69,1001.17,916.4,84.77
T50640,C10548,P1161,2026-03-07,8,0.02,Paid,Partner,8094.24,161.88,7932.36,1492.08,6440.28
T50641,C10319,P1280,2026-04-21,16,0.15,Refunded,Partner,7113.92,1067.09,6046.83,4568.96,1477.87
T50642,C10323,P1101,2026-06-28,25,0.0,Paid,Online,44426.25,0.0,44426.25,10903.75,33522.5
T50643,C10741,P1172,2026-06-13,19,0.15,Pending,Partner,25859.57,3878.94,21980.63,6912.01,15068.62
T50644,C10454,P1293,2026-02-11,4,0.1,Paid,Direct,5698.68,569.87,5128.81,985.0,4143.81
T50645,C10106,P1254,2025-11-06,21,0.02,Paid,Partner,39978.96,799.58,39179.38,20518.68,18660.7
T50646,C10677,P1102,2026-02-09,14,0.0,Paid,Direct,10385.62,0.0,10385.62,9030.98,1354.64
T50647,C10138,P1262,2025-09-18,11,0.0,Paid,Online,8829.92,0.0,8829.92,7095.77,1734.15
T50648,C10986,P1236,2025-04-16,23,0.15,Paid,Partner,21375.28,3206.29,18168.99,18587.22,-418.23
T50649,C10417,P1177,2025-08-12,9,0.0,Paid,Partner,7376.85,0.0,7376.85,6414.66,962.19
T50650,C10341,P1154,2025-09-28,18,0.15,Paid,,16182.54,2427.38,13755.16,7249.14,6506.02
T50651,C10055,P1323,2025-01-27,6,0.02,Paid,Direct,3339.18,66.78,3272.4,2903.64,368.76
T50652,C10167,P1305,2026-05-07,12,0.02,Paid,Direct,16824.96,336.5,16488.46,6454.08,10034.38
T50653,C10947,P1346,2026-06-12,17,0.05,Pending,Partner,9714.99,485.75,9229.24,8447.81,781.43
T50654,C10537,P1236,2025-09-01,19,0.0,Paid,Partner,17657.84,0.0,17657.84,15354.66,2303.18
T50655,C10901,P1125,2025-10-15,27,0.02,Paid,Direct,29574.45,591.49,28982.96,25716.96,3266.0
T50656,C10955,P1038,2026-05-03,9,0.15,Paid,Direct,13113.54,1967.03,11146.51,8825.58,2320.93
T50657,C10048,P1044,2025-09-21,26,0.0,Pending,Direct,32656.78,0.0,32656.78,13657.54,18999.24
T50658,C10380,P1332,2026-02-04,24,0.15,Paid,Direct,46815.6,7022.34,39793.26,24428.88,15364.38
T50659,C10838,P1127,2025-10-26,11,0.2,Paid,Online,16794.91,3358.98,13435.93,7484.4,5951.53
T50660,C10495,P1038,2025-06-07,5,0.0,Paid,Online,7285.3,0.0,7285.3,4903.1,2382.2
T50661,C10508,P1078,2026-04-06,8,0.02,Failed,Partner,13019.44,260.39,12759.05,2860.64,9898.41
T50662,C10570,P1007,2025-04-22,20,0.0,Refunded,Direct,18901.6,0.0,18901.6,13222.4,5679.2
T50663,C10701,P1185,2025-05-11,23,0.05,Paid,Direct,50350.22,2517.51,47832.71,25828.54,22004.17
T50664,C10938,P1206,2026-02-06,18,0.2,Paid,Online,23359.5,4671.9,18687.6,20312.64,-1625.04
T50665,C10886,P1132,2026-02-16,22,0.15,Paid,Online,20146.72,3022.01,17124.71,17518.82,-394.11
T50666,C10625,P1260,2026-07-08,3,0.15,Paid,Direct,2673.45,401.02,2272.43,918.0,1354.43
T50667,C10576,P1168,2026-02-17,15,0.0,Paid,Partner,12849.9,0.0,12849.9,11173.8,1676.1
T50668,C10360,P1335,2025-01-15,26,0.02,Paid,Direct,43433.52,868.67,42564.85,4178.46,38386.39
T50669,C10116,P1267,2026-05-08,12,0.0,Refunded,Direct,12458.4,0.0,12458.4,10833.36,1625.04
T50670,C10709,P1026,2025-08-29,27,0.15,Refunded,Online,36280.44,5442.07,30838.37,31548.15,-709.78
T50671,C10002,P1095,2025-01-06,4,0.0,Paid,Online,6974.2,0.0,6974.2,568.16,6406.04
T50672,C10698,P1263,2025-12-02,29,0.0,Paid,Online,51863.31,0.0,51863.31,26523.69,25339.62
T50673,C10496,P1188,2025-04-09,23,0.0,Paid,Direct,46005.52,0.0,46005.52,4099.29,41906.23
T50674,C10786,P1263,2025-08-30,19,0.0,Paid,Direct,33979.41,0.0,33979.41,17377.59,16601.82
T50675,C10949,P1117,2025-10-01,18,0.0,Paid,Online,23097.42,0.0,23097.42,20084.76,3012.66
T50676,C10552,P1013,2025-02-13,28,0.0,Paid,Partner,29508.08,0.0,29508.08,25659.2,3848.88
T50677,C10572,P1274,2026-05-09,11,0.1,Paid,Direct,17617.49,1761.75,15855.74,8472.97,7382.77
T50678,C10487,P1274,2025-10-24,5,0.1,Paid,Direct,8007.95,800.8,7207.15,3851.35,3355.8
T50679,C10372,P1223,2026-07-14,27,0.0,Paid,Direct,47255.13,0.0,47255.13,16026.39,31228.74
T50680,C10088,P1141,2025-09-27,3,0.1,Paid,Partner,5415.69,541.57,4874.12,1515.0,3359.12
T50681,C10030,P1002,2025-12-12,20,0.02,Paid,Online,43814.0,876.28,42937.72,23829.2,19108.52
T50682,C10723,P1254,2026-04-17,8,0.1,Paid,Direct,15230.08,1523.01,13707.07,7816.64,5890.43
T50683,C10914,P1231,2025-05-04,27,0.0,Paid,Direct,22356.27,0.0,22356.27,10745.46,11610.81
T50684,C10053,P1233,2026-06-12,29,0.05,Paid,Direct,7237.53,361.88,6875.65,5776.51,1099.14
T50685,C10327,P1059,2025-04-18,14,0.02,Paid,Partner,28427.56,568.55,27859.01,15749.86,12109.15
T50686,C10608,P1255,2026-08-01,16,0.0,Paid,Direct,20592.0,0.0,20592.0,17906.08,2685.92
T50687,C10704,P1253,2026-01-06,14,0.05,Paid,Direct,24283.28,1214.16,23069.12,2017.4,21051.72
T50688,C10735,P1300,2025-10-28,13,0.1,Paid,Partner,6297.98,629.8,5668.18,5476.51,191.67
T50689,C10694,P1198,2025-05-02,28,0.1,Paid,Direct,59291.12,5929.11,53362.01,12100.76,41261.25
T50690,C10083,P1256,2025-11-27,9,0.02,Failed,,18301.77,366.04,17935.73,8502.84,9432.89
T50691,C10253,P1140,2025-11-17,28,0.02,Refunded,Partner,45392.48,907.85,44484.63,12510.4,31974.23
T50692,C10469,P1243,2026-07-25,19,0.1,Paid,Direct,7159.01,715.9,6443.11,5737.81,705.3
T50693,C10063,P1242,2026-04-30,28,0.0,Failed,Partner,30589.44,0.0,30589.44,26599.44,3990.0
T50694,C10343,P1272,2025-10-08,18,0.0,Paid,Partner,15834.06,0.0,15834.06,13768.74,2065.32
T50695,C10385,P1299,2025-08-15,24,0.02,Paid,Partner,44743.2,894.86,43848.34,9394.56,34453.78
T50696,C10978,P1001,2025-08-13,15,0.0,Paid,Partner,31721.7,0.0,31721.7,8509.65,23212.05
T50697,C10317,P1272,2025-08-08,14,0.02,Paid,Direct,12315.38,246.31,12069.07,10709.02,1360.05
T50698,C10971,P1277,2025-01-08,8,0.0,Paid,Direct,15796.32,0.0,15796.32,6997.84,8798.48
T50699,C10700,P1190,2025-01-21,7,0.05,Paid,Direct,4418.19,220.91,4197.28,3841.88,355.4
T50700,C10692,P1181,2026-03-12,2,0.05,Paid,Direct,3547.1,177.36,3369.74,1871.18,1498.56
T50701,C10819,P1252,2025-05-28,12,0.1,Pending,Direct,14232.48,1423.25,12809.23,12376.08,433.15
T50702,C10842,P1159,2025-08-27,29,0.05,Paid,Direct,42073.49,2103.67,39969.82,6610.84,33358.98
T50703,C10222,P1144,2026-02-09,28,0.02,Failed,Partner,36795.64,735.91,36059.73,31996.16,4063.57
T50704,C10420,P1281,2025-12-19,21,0.15,Pending,Direct,32987.85,4948.18,28039.67,24730.23,3309.44
T50705,C10528,P1276,2025-07-29,11,0.05,Pending,Online,13538.58,676.93,12861.65,11772.64,1089.01
T50706,C10976,P1072,2026-03-13,16,0.02,Paid,Partner,23187.68,463.75,22723.93,8673.28,14050.65
T50707,C10040,P1290,2025-04-02,22,0.0,Paid,Direct,43768.34,0.0,43768.34,19002.5,24765.84
T50708,C10476,P1114,2025-10-02,1,0.05,Paid,Partner,1924.19,96.21,1827.98,193.87,1634.11
T50709,C10214,P1048,2025-03-03,27,0.05,Refunded,Direct,46593.63,2329.68,44263.95,31058.1,13205.85
T50710,C10206,P1307,2025-11-05,26,0.05,Paid,Online,25015.64,1250.78,23764.86,19211.4,4553.46
T50711,C10761,P1083,2025-02-25,29,0.1,Paid,Online,47892.05,4789.21,43102.84,4481.95,38620.89
T50712,C10201,P1071,2026-07-01,3,0.15,Paid,Partner,4773.66,716.05,4057.61,2266.44,1791.17
T50713,C10793,P1094,2026-01-18,28,0.15,Paid,Partner,6550.32,982.55,5567.77,2903.32,2664.45
T50714,C10993,P1172,2025-05-23,18,0.05,Pending,Online,24498.54,1224.93,23273.61,6548.22,16725.39
T50715,C10776,P1058,2025-12-22,17,0.2,Paid,Partner,16439.51,3287.9,13151.61,12708.69,442.92
T50716,C10169,P1055,2025-07-22,6,0.15,Paid,Online,7035.42,1055.31,5980.11,1423.08,4557.03
T50717,C10142,P1137,2025-10-28,15,0.0,Paid,Direct,8018.55,0.0,8018.55,5107.2,2911.35
T50718,C10437,P1076,2025-04-08,11,0.05,Paid,Online,18820.34,941.02,17879.32,11567.49,6311.83
T50719,C10551,P1067,2025-10-18,29,0.0,Paid,Partner,22633.05,0.0,22633.05,9876.24,12756.81
T50720,C10778,P1319,2025-03-03,10,0.0,Paid,Direct,11062.1,0.0,11062.1,9619.2,1442.9
T50721,C10422,P1208,2025-03-30,7,0.0,Paid,Online,6567.61,0.0,6567.61,4318.23,2249.38
T50722,C10167,P1004,2025-12-05,28,0.02,Refunded,Partner,29573.88,591.48,28982.4,25716.32,3266.08
T50723,C10991,P1035,2025-10-18,6,0.0,Paid,Online,5917.26,0.0,5917.26,5145.42,771.84
T50724,C10904,P1284,2025-06-20,27,0.0,Refunded,Direct,58944.78,0.0,58944.78,21405.06,37539.72
T50725,C10654,P1094,2025-02-04,28,0.0,Paid,Partner,6550.32,0.0,6550.32,2903.32,3647.0
T50726,C10695,P1053,2025-09-03,9,0.05,Paid,Partner,17037.54,851.88,16185.66,7110.45,9075.21
T50727,C10935,P1232,2026-06-21,20,0.15,Paid,Direct,41145.8,6171.87,34973.93,20346.4,14627.53
T50728,C10474,P1293,2026-02-15,24,0.2,Paid,Partner,34192.08,6838.42,27353.66,5910.0,21443.66
T50729,C10145,P1139,2025-02-03,16,0.02,Paid,Partner,13615.2,272.3,13342.9,7845.76,5497.14
T50730,C10605,P1260,2026-06-28,21,0.0,Paid,Direct,18714.15,0.0,18714.15,6426.0,12288.15
T50731,C10450,P1147,2025-09-03,4,0.1,Paid,Partner,8780.16,878.02,7902.14,1791.04,6111.1
T50732,C10799,P1038,2025-11-30,15,0.0,Pending,Direct,21855.9,0.0,21855.9,14709.3,7146.6
T50733,C10771,P1279,2025-01-01,15,0.2,Pending,Partner,6125.25,1225.05,4900.2,2740.95,2159.25
T50734,C10471,P1321,2025-06-29,17,0.05,Paid,Online,16315.92,815.8,15500.12,9574.23,5925.89
T50735,C10367,P1344,2026-04-01,28,0.02,Paid,Direct,32406.92,648.14,31758.78,28180.04,3578.74
T50736,C10422,P1035,2025-07-11,24,0.0,Paid,Direct,23669.04,0.0,23669.04,20581.68,3087.36
T50737,C10632,P1197,2025-04-07,18,0.0,Paid,Direct,10099.44,0.0,10099.44,8782.2,1317.24
T50738,C10637,P1218,2025-02-22,12,0.02,Paid,Direct,11708.28,234.17,11474.11,10181.16,1292.95
T50739,C10511,P1027,2026-06-21,12,0.02,Pending,Online,8843.4,176.87,8666.53,7689.96,976.57
T50740,C10531,P1333,2026-04-17,1,0.1,Paid,Direct,927.06,92.71,834.35,633.44,200.91
T50741,C10991,P1036,2025-01-26,16,0.05,Paid,Direct,13447.68,672.38,12775.3,11693.6,1081.7
T50742,C10253,P1094,2026-06-21,8,0.02,Paid,Direct,1871.52,37.43,1834.09,829.52,1004.57
T50743,C10173,P1338,2026-04-22,26,0.0,Paid,Partner,34277.36,0.0,34277.36,10251.28,24026.08
T50744,C10799,P1194,2025-07-28,23,0.02,Paid,Partner,48494.81,969.9,47524.91,24981.91,22543.0
T50745,C10935,P1237,2026-01-16,27,0.0,Failed,Direct,6672.24,0.0,6672.24,4894.83,1777.41
T50746,C10608,P1172,2025-05-30,29,0.05,Paid,Direct,39469.87,1973.49,37496.38,10549.91,26946.47
T50747,C10401,P1263,2025-05-25,12,0.05,Pending,Direct,21460.68,1073.03,20387.65,10975.32,9412.33
T50748,C10348,P1028,2026-02-19,13,0.1,Pending,Direct,26124.28,2612.43,23511.85,3135.21,20376.64
T50749,C10467,P1236,2025-04-28,18,0.02,Paid,Direct,16728.48,334.57,16393.91,14546.52,1847.39
T50750,C10052,P1023,2025-07-26,13,0.0,Paid,Partner,22079.59,0.0,22079.59,3900.13,18179.46
T50751,C10528,P1062,2025-07-27,9,0.1,Paid,Direct,9925.02,992.5,8932.52,8630.46,302.06
T50752,C10269,P1177,2025-03-29,21,0.05,Paid,Direct,17212.65,860.63,16352.02,14967.54,1384.48
T50753,C10265,P1156,2026-04-26,14,0.05,Paid,Partner,7896.84,394.84,7502.0,4293.66,3208.34
T50754,C10560,P1053,2026-01-26,28,0.02,Paid,Partner,53005.68,1060.11,51945.57,22121.4,29824.17
T50755,C10963,P1279,2026-05-15,7,0.15,Paid,Direct,2858.45,428.77,2429.68,1279.11,1150.57
T50756,C10205,P1105,2025-10-31,13,0.0,Refunded,Direct,26593.32,0.0,26593.32,1672.97,24920.35
T50757,C10911,P1303,2025-04-12,16,0.02,Paid,Partner,31063.52,621.27,30442.25,12652.48,17789.77
T50758,C10519,P1005,2025-06-12,27,0.1,Paid,Direct,42112.17,4211.22,37900.95,29097.63,8803.32
T50759,C10972,P1083,2025-07-24,17,0.0,Paid,Partner,28074.65,0.0,28074.65,2627.35,25447.3
T50760,C10382,P1103,2026-07-01,3,0.1,Paid,Partner,3866.1,386.61,3479.49,3180.03,299.46
T50761,C10996,P1208,2025-05-18,10,0.02,Paid,Online,9382.3,187.65,9194.65,6168.9,3025.75
T50762,C10659,P1140,2026-02-06,26,0.0,Paid,Direct,42150.16,0.0,42150.16,11616.8,30533.36
T50763,C10669,P1054,2025-03-13,8,0.0,Paid,Direct,6785.68,0.0,6785.68,1588.88,5196.8
T50764,C10563,P1199,2026-07-09,10,0.1,Paid,Online,3611.6,361.16,3250.44,2565.3,685.14
T50765,C10451,P1335,2026-01-10,5,0.1,Paid,Direct,8352.6,835.26,7517.34,803.55,6713.79
T50766,C10525,P1046,2025-09-07,21,0.0,Paid,Direct,39504.78,0.0,39504.78,13171.41,26333.37
T50767,C10850,P1088,2025-07-20,5,0.0,Pending,Partner,10841.95,0.0,10841.95,1205.7,9636.25
T50768,C10792,P1167,2025-07-25,11,0.0,Paid,Direct,12358.94,0.0,12358.94,10746.89,1612.05
T50769,C10023,P1254,2025-05-11,21,0.0,Paid,Partner,39978.96,0.0,39978.96,20518.68,19460.28
T50770,C10694,P1047,2025-12-14,26,0.05,Paid,Online,29621.02,1481.05,28139.97,21382.66,6757.31
T50771,C10834,P1080,2026-05-18,7,0.0,Paid,Partner,12271.77,0.0,12271.77,6408.78,5862.99
T50772,C10744,P1082,2025-05-20,10,0.0,Paid,Direct,3839.1,0.0,3839.1,1979.1,1860.0
T50773,C10497,P1215,2026-03-11,4,0.0,Paid,Online,3650.2,0.0,3650.2,3174.08,476.12
T50774,C10335,P1028,2025-11-25,13,0.05,Failed,Partner,26124.28,1306.21,24818.07,3135.21,21682.86
T50775,C10673,P1230,2026-03-25,29,0.05,Paid,Direct,35507.6,1775.38,33732.22,30876.3,2855.92
T50776,C10663,P1148,2026-03-23,9,0.05,Paid,Partner,14281.29,714.06,13567.23,6117.21,7450.02
T50777,C10374,P1114,2025-01-23,8,0.05,Paid,Direct,15393.52,769.68,14623.84,1550.96,13072.88
T50778,C10406,P1301,2025-01-13,12,0.2,Paid,Direct,16454.52,3290.9,13163.62,6711.0,6452.62
T50779,C10368,P1286,2026-06-15,26,0.02,Paid,Partner,7252.18,145.04,7107.14,6306.3,800.84
T50780,C10044,P1281,2025-04-01,16,0.1,Pending,Direct,25133.6,2513.36,22620.24,18842.08,3778.16
T50781,C10031,P1309,2025-11-30,18,0.05,Paid,Direct,29480.94,1474.05,28006.89,2167.02,25839.87
T50782,C10083,P1081,2026-03-13,23,0.0,Failed,Partner,44319.62,0.0,44319.62,22874.88,21444.74
T50783,C10423,P1299,2025-10-20,21,0.1,Paid,Direct,39150.3,3915.03,35235.27,8220.24,27015.03
T50784,C10510,P1061,2025-01-04,18,0.05,Paid,Direct,12491.82,624.59,11867.23,10862.46,1004.77
T50785,C10408,P1115,2025-01-07,17,0.05,Failed,Direct,28319.11,1415.96,26903.15,17228.99,9674.16
T50786,C10955,P1194,2026-01-24,16,0.0,Paid,Partner,33735.52,0.0,33735.52,17378.72,16356.8
T50787,C10224,P1260,2026-06-05,6,0.02,Paid,Online,5346.9,106.94,5239.96,1836.0,3403.96
T50788,C10392,P1202,2025-07-19,13,0.15,Paid,,8528.26,1279.24,7249.02,7415.85,-166.83
T50789,C10247,P1195,2025-11-12,25,0.0,Pending,Partner,30027.5,0.0,30027.5,23351.0,6676.5
T50790,C10299,P1131,2026-06-26,2,0.0,Failed,Direct,3798.72,0.0,3798.72,1022.6,2776.12
T50791,C10584,P1207,2026-04-24,25,0.0,Paid,Direct,27425.75,0.0,27425.75,23848.5,3577.25
T50792,C10309,P1166,2025-11-10,17,0.02,Paid,Direct,33810.28,676.21,33134.07,19617.15,13516.92
T50793,C10317,P1167,2026-01-16,11,0.1,Paid,Direct,12358.94,1235.89,11123.05,10746.89,376.16
T50794,C10670,P1205,2026-07-12,4,0.05,Paid,Direct,3217.0,160.85,3056.15,2797.4,258.75
T50795,C10830,P1210,2026-04-08,23,0.15,Paid,Partner,36369.67,5455.45,30914.22,27255.69,3658.53
T50796,C10212,P1115,2025-08-30,1,0.02,Paid,Partner,1665.83,33.32,1632.51,1013.47,619.04
T50797,C10111,P1047,2026-02-06,16,0.02,Pending,Online,18228.32,364.57,17863.75,13158.56,4705.19
T50798,C10239,P1104,2025-07-10,5,0.0,Paid,Online,8971.1,0.0,8971.1,5166.35,3804.75
T50799,C10577,P1143,2026-06-19,27,0.0,Paid,Direct,20453.58,0.0,20453.58,11137.5,9316.08
T50800,C10959,P1056,2025-02-24,6,0.05,Refunded,Direct,7436.34,371.82,7064.52,3296.46,3768.06
T50801,C10160,P1062,2025-05-11,24,0.0,Paid,Direct,26466.72,0.0,26466.72,23014.56,3452.16
T50802,C10042,P1332,2025-07-20,17,0.0,Paid,Direct,33161.05,0.0,33161.05,17303.79,15857.26
T50803,C10528,P1098,2025-04-28,2,0.15,Paid,Online,2206.4,330.96,1875.44,1484.16,391.28
T50804,C10990,P1258,2025-12-12,21,0.05,Paid,Direct,29127.42,1456.37,27671.05,21389.34,6281.71
T50805,C10552,P1044,2026-02-18,26,0.0,Paid,Direct,32656.78,0.0,32656.78,13657.54,18999.24
T50806,C10924,P1340,2026-06-01,7,0.05,Paid,Direct,14022.05,701.1,13320.95,1916.25,11404.7
T50807,C10642,P1074,2025-10-18,29,0.02,Paid,Online,41230.17,824.6,40405.57,16152.71,24252.86
T50808,C10031,P1137,2025-12-27,24,0.1,Paid,Direct,12829.68,1282.97,11546.71,8171.52,3375.19
T50809,C10427,P1273,2025-12-14,22,0.05,Paid,Partner,36005.86,1800.29,34205.57,3102.88,31102.69
T50810,C10770,P1070,2025-01-02,10,0.0,Paid,Direct,12096.5,0.0,12096.5,10518.7,1577.8
